taxid,parent_taxid,name,rank,lineage_taxids,lineage,nchildren,ngenomes
37925,37924,Thermocrispum agreste,species,"2, 201174, 1760, 85010, 2070, 37924, 37925",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Thermocrispum Thermocrispum agreste,0,1
37926,37924,Thermocrispum municipale,species,"2, 201174, 1760, 85010, 2070, 37924, 37926",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Thermocrispum Thermocrispum municipale,0,1
39845,2070,Actinokineospora,genus,"2, 201174, 1760, 85010, 2070, 39845",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinokineospora,12,12
1816,39845,Actinokineospora fastidiosa,species,"2, 201174, 1760, 85010, 2070, 39845, 1816",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinokineospora Actinokineospora fastidiosa,0,1
103730,39845,Actinokineospora inagensis,species,"2, 201174, 1760, 85010, 2070, 39845, 103730",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinokineospora Actinokineospora inagensis,0,1
155974,39845,Actinokineospora terrae,species,"2, 201174, 1760, 85010, 2070, 39845, 155974",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinokineospora Actinokineospora terrae,0,1
155975,39845,Actinokineospora enzanensis,species,"2, 201174, 1760, 85010, 2070, 39845, 155975",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinokineospora Actinokineospora enzanensis,0,1
155976,39845,Actinokineospora auranticolor,species,"2, 201174, 1760, 85010, 2070, 39845, 155976",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinokineospora Actinokineospora auranticolor,0,1
504798,39845,Actinokineospora alba,species,"2, 201174, 1760, 85010, 2070, 39845, 504798",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinokineospora Actinokineospora alba,0,1
547056,39845,Actinokineospora baliensis,species,"2, 201174, 1760, 85010, 2070, 39845, 547056",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinokineospora Actinokineospora baliensis,0,1
585224,39845,Actinokineospora cianjurensis,species,"2, 201174, 1760, 85010, 2070, 39845, 585224",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinokineospora Actinokineospora cianjurensis,0,1
1193682,39845,Actinokineospora bangkokensis,species,"2, 201174, 1760, 85010, 2070, 39845, 1193682",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinokineospora Actinokineospora bangkokensis,0,1
1271860,39845,Actinokineospora iranica,species,"2, 201174, 1760, 85010, 2070, 39845, 1271860",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinokineospora Actinokineospora iranica,0,1
2654637,39845,Actinokineospora pegani,species,"2, 201174, 1760, 85010, 2070, 39845, 2654637",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinokineospora Actinokineospora pegani,0,1
2684470,39845,Actinokineospora xionganensis,species,"2, 201174, 1760, 85010, 2070, 39845, 2684470",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinokineospora Actinokineospora xionganensis,0,1
40566,2070,Actinosynnema,genus,"2, 201174, 1760, 85010, 2070, 40566",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinosynnema,2,2
40567,40566,Actinosynnema mirum,species,"2, 201174, 1760, 85010, 2070, 40566, 40567",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinosynnema Actinosynnema mirum,0,1
42197,40566,Actinosynnema pretiosum,species,"2, 201174, 1760, 85010, 2070, 40566, 42197",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinosynnema Actinosynnema pretiosum,0,1
43356,2070,Kutzneria,genus,"2, 201174, 1760, 85010, 2070, 43356",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Kutzneria,3,3
43357,43356,Kutzneria albida,species,"2, 201174, 1760, 85010, 2070, 43356, 43357",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Kutzneria Kutzneria albida,0,1
103725,43356,Kutzneria kofuensis,species,"2, 201174, 1760, 85010, 2070, 43356, 103725",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Kutzneria Kutzneria kofuensis,0,1
1045776,43356,Kutzneria buriramensis,species,"2, 201174, 1760, 85010, 2070, 43356, 1045776",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Kutzneria Kutzneria buriramensis,0,1
65496,2070,Actinoalloteichus,genus,"2, 201174, 1760, 85010, 2070, 65496",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinoalloteichus,5,5
65497,65496,Actinoalloteichus cyanogriseus,species,"2, 201174, 1760, 85010, 2070, 65496, 65497",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinoalloteichus Actinoalloteichus cyanogriseus,0,1
252394,65496,Actinoalloteichus spitiensis,species,"2, 201174, 1760, 85010, 2070, 65496, 252394",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinoalloteichus Actinoalloteichus spitiensis,0,1
340345,65496,Actinoalloteichus hymeniacidonis,species,"2, 201174, 1760, 85010, 2070, 65496, 340345",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinoalloteichus Actinoalloteichus hymeniacidonis,0,1
1470176,65496,Actinoalloteichus hoggarensis,species,"2, 201174, 1760, 85010, 2070, 65496, 1470176",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinoalloteichus Actinoalloteichus hoggarensis,0,1
1612552,65496,Actinoalloteichus fjordicus,species,"2, 201174, 1760, 85010, 2070, 65496, 1612552",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinoalloteichus Actinoalloteichus fjordicus,0,1
130795,2070,Crossiella,genus,"2, 201174, 1760, 85010, 2070, 130795",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Crossiella,2,2
43355,130795,Crossiella cryophila,species,"2, 201174, 1760, 85010, 2070, 130795, 43355",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Crossiella Crossiella cryophila,0,1
130796,130795,Crossiella equi,species,"2, 201174, 1760, 85010, 2070, 130795, 130796",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Crossiella Crossiella equi,0,1
142577,2070,Prauserella,genus,"2, 201174, 1760, 85010, 2070, 142577",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Prauserella,5,5
43354,142577,Prauserella rugosa,species,"2, 201174, 1760, 85010, 2070, 142577, 43354",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Prauserella Prauserella rugosa,0,1
530584,142577,Prauserella marina,species,"2, 201174, 1760, 85010, 2070, 142577, 530584",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Prauserella Prauserella marina,0,1
577680,142577,Prauserella sediminis,species,"2, 201174, 1760, 85010, 2070, 142577, 577680",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Prauserella Prauserella sediminis,0,1
588067,142577,Prauserella muralis,species,"2, 201174, 1760, 85010, 2070, 142577, 588067",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Prauserella Prauserella muralis,0,1
1470180,142577,Prauserella isguenensis,species,"2, 201174, 1760, 85010, 2070, 142577, 1470180",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Prauserella Prauserella isguenensis,0,1
165301,2070,Lentzea,genus,"2, 201174, 1760, 85010, 2070, 165301",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Lentzea,17,17
40571,165301,Lentzea albidocapillata,species,"2, 201174, 1760, 85010, 2070, 165301, 40571",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Lentzea Lentzea albidocapillata,0,1
65499,165301,Lentzea albida,species,"2, 201174, 1760, 85010, 2070, 165301, 65499",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Lentzea Lentzea albida,0,1
68170,165301,Lentzea aerocolonigenes,species,"2, 201174, 1760, 85010, 2070, 165301, 68170",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Lentzea Lentzea aerocolonigenes,0,1
84724,165301,Lentzea waywayandensis,species,"2, 201174, 1760, 85010, 2070, 165301, 84724",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Lentzea Lentzea waywayandensis,0,1
103732,165301,Lentzea flava,species,"2, 201174, 1760, 85010, 2070, 165301, 103732",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Lentzea Lentzea flava,0,1
200378,165301,Lentzea fradiae,species,"2, 201174, 1760, 85010, 2070, 165301, 200378",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Lentzea Lentzea fradiae,0,1
200379,165301,Lentzea flaviverrucosa,species,"2, 201174, 1760, 85010, 2070, 165301, 200379",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Lentzea Lentzea flaviverrucosa,0,1
360086,165301,Lentzea kentuckyensis,species,"2, 201174, 1760, 85010, 2070, 165301, 360086",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Lentzea Lentzea kentuckyensis,0,1
402600,165301,Lentzea xinjiangensis,species,"2, 201174, 1760, 85010, 2070, 165301, 402600",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Lentzea Lentzea xinjiangensis,0,1
641025,165301,Lentzea jiangxiensis,species,"2, 201174, 1760, 85010, 2070, 165301, 641025",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Lentzea Lentzea jiangxiensis,0,1
1128665,165301,Lentzea nigeriaca,species,"2, 201174, 1760, 85010, 2070, 165301, 1128665",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Lentzea Lentzea nigeriaca,0,1
1586287,165301,Lentzea guizhouensis,species,"2, 201174, 1760, 85010, 2070, 165301, 1586287",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Lentzea Lentzea guizhouensis,0,1
1789439,165301,Lentzea pudingi,species,"2, 201174, 1760, 85010, 2070, 165301, 1789439",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Lentzea Lentzea pudingi,0,1
2020703,165301,Lentzea cavernae,species,"2, 201174, 1760, 85010, 2070, 165301, 2020703",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Lentzea Lentzea cavernae,0,1
2200761,165301,Lentzea terrae,species,"2, 201174, 1760, 85010, 2070, 165301, 2200761",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Lentzea Lentzea terrae,0,1
2604800,165301,Lentzea indica,species,"2, 201174, 1760, 85010, 2070, 165301, 2604800",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Lentzea Lentzea indica,0,1
2714351,165301,Lentzea alba,species,"2, 201174, 1760, 85010, 2070, 165301, 2714351",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Lentzea Lentzea alba,0,1
402649,2070,Actinomycetospora,genus,"2, 201174, 1760, 85010, 2070, 402649",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinomycetospora,4,4
402650,402649,Actinomycetospora chiangmaiensis,species,"2, 201174, 1760, 85010, 2070, 402649, 402650",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinomycetospora Actinomycetospora chiangmaiensis,0,1
663602,402649,Actinomycetospora corticicola,species,"2, 201174, 1760, 85010, 2070, 402649, 663602",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinomycetospora Actinomycetospora corticicola,0,1
663603,402649,Actinomycetospora succinea,species,"2, 201174, 1760, 85010, 2070, 402649, 663603",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinomycetospora Actinomycetospora succinea,0,1
663609,402649,Actinomycetospora cinnamomea,species,"2, 201174, 1760, 85010, 2070, 402649, 663609",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinomycetospora Actinomycetospora cinnamomea,0,1
596495,2070,Sciscionella,genus,"2, 201174, 1760, 85010, 2070, 596495",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Sciscionella,1,1
508770,596495,Sciscionella marina,species,"2, 201174, 1760, 85010, 2070, 596495, 508770",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Sciscionella Sciscionella marina,0,1
695999,2070,Actinophytocola,genus,"2, 201174, 1760, 85010, 2070, 695999",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinophytocola,4,4
485602,695999,Actinophytocola xinjiangensis,species,"2, 201174, 1760, 85010, 2070, 695999, 485602",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinophytocola Actinophytocola xinjiangensis,0,1
502181,695999,Actinophytocola oryzae,species,"2, 201174, 1760, 85010, 2070, 695999, 502181",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinophytocola Actinophytocola oryzae,0,1
1768010,695999,Actinophytocola algeriensis,species,"2, 201174, 1760, 85010, 2070, 695999, 1768010",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinophytocola Actinophytocola algeriensis,0,1
1912961,695999,Actinophytocola xanthii,species,"2, 201174, 1760, 85010, 2070, 695999, 1912961",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Actinophytocola Actinophytocola xanthii,0,1
1137960,2070,Allokutzneria,genus,"2, 201174, 1760, 85010, 2070, 1137960",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Allokutzneria,1,1
211114,1137960,Allokutzneria albata,species,"2, 201174, 1760, 85010, 2070, 1137960, 211114",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Allokutzneria Allokutzneria albata,0,1
1425377,2070,Haloechinothrix,genus,"2, 201174, 1760, 85010, 2070, 1425377",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Haloechinothrix,3,3
664784,1425377,Haloechinothrix alba,species,"2, 201174, 1760, 85010, 2070, 1425377, 664784",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Haloechinothrix Haloechinothrix alba,0,1
1069073,1425377,Haloechinothrix halophila,species,"2, 201174, 1760, 85010, 2070, 1425377, 1069073",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Haloechinothrix Haloechinothrix halophila,0,1
2752311,1425377,Haloechinothrix aidingensis,species,"2, 201174, 1760, 85010, 2070, 1425377, 2752311",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Haloechinothrix Haloechinothrix aidingensis,0,1
1734465,2070,Tamaricihabitans,genus,"2, 201174, 1760, 85010, 2070, 1734465",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Tamaricihabitans,1,1
1262583,1734465,Tamaricihabitans halophyticus,species,"2, 201174, 1760, 85010, 2070, 1734465, 1262583",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Tamaricihabitans Tamaricihabitans halophyticus,0,1
2893576,2070,Allosaccharopolyspora,genus,"2, 201174, 1760, 85010, 2070, 2893576",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Allosaccharopolyspora,1,1
2665642,2893576,Allosaccharopolyspora coralli,species,"2, 201174, 1760, 85010, 2070, 2893576, 2665642",Bacteria Actinobacteria Actinomycetia Pseudonocardiales Pseudonocardiaceae Allosaccharopolyspora Allosaccharopolyspora coralli,0,1
85011,1760,Streptomycetales,order,"2, 201174, 1760, 85011",Bacteria Actinobacteria Actinomycetia Streptomycetales,2,416
2062,85011,Streptomycetaceae,family,"2, 201174, 1760, 85011, 2062",Bacteria Actinobacteria Actinomycetia Streptomycetales Streptomycetaceae,5,415
1883,2062,Streptomyces,genus,"2, 201174, 1760, 85011, 2062, 1883",Bacteria Actinobacteria Actinomycetia Streptomycetales Streptomycetaceae Streptomyces,387,387
1886,1883,Streptomyces albidoflavus,species,"2, 201174, 1760, 85011, 2062, 1883, 1886",Bacteria Actinobacteria Actinomycetia Streptomycetales Streptomycetaceae Streptomyces Streptomyces albidoflavus,0,1
1888,1883,Streptomyces albus,species,"2, 201174, 1760, 85011, 2062, 1883, 1888",Bacteria Actinobacteria Actinomycetia Streptomycetales Streptomycetaceae Streptomyces Streptomyces albus,0,1
1889,1883,Streptomyces ambofaciens,species,"2, 201174, 1760, 85011, 2062, 1883, 1889",Bacteria Actinobacteria Actinomycetia Streptomycetales Streptomycetaceae Streptomyces Streptomyces ambofaciens,0,1
1890,1883,Streptomyces antibioticus,species,"2, 201174, 1760, 85011, 2062, 1883, 1890",Bacteria Actinobacteria Actinomycetia Streptomycetales Streptomycetaceae Streptomyces Streptomyces antibioticus,0,1
1892,1883,Streptomyces anulatus,species,"2, 201174, 1760, 85011, 2062, 1883, 1892",Bacteria Actinobacteria Actinomycetia Streptomycetales Streptomycetaceae Streptomyces Streptomyces anulatus,0,1
1893,1883,Streptomyces atratus,species,"2, 201174, 1760, 85011, 2062, 1883, 1893",Bacteria Actinobacteria Actinomycetia Streptomycetales Streptomycetaceae Streptomyces Streptomyces atratus,0,1
1895,1883,Streptomyces avidinii,species,"2, 201174, 1760, 85011, 2062, 1883, 1895",Bacteria Actinobacteria Actinomycetia Streptomycetales Streptomycetaceae Streptomyces Streptomyces avidinii,0,1
1900,1883,Streptomyces cinnamonensis,species,"2, 201174, 1760, 85011, 2062, 1883, 1900",Bacteria Actinobacteria Actinomycetia Streptomycetales Streptomycetaceae Streptomyces Streptomyces cinnamonensis,0,1
1901,1883,Streptomyces clavuligerus,species,"2, 201174, 1760, 85011, 2062, 1883, 1901",Bacteria Actinobacteria Actinomycetia Streptomycetales Streptomycetaceae Streptomyces Streptomyces clavuligerus,0,1
1903,1883,Streptomyces corchorusii,species,"2, 201174, 1760, 85011, 2062, 1883, 1903",Bacteria Actinobacteria Actinomycetia Streptomycetales Streptomycetaceae Streptomyces Streptomyces corchorusii,0,1
1904,1883,Streptomyces cyaneus,species,"2, 201174, 1760, 85011, 2062, 1883, 1904",Bacteria Actinobacteria Actinomycetia Streptomycetales Streptomycetaceae Streptomyces Streptomyces cyaneus,0,1
1905,1883,Streptomyces exfoliatus,species,"2, 201174, 1760, 85011, 2062, 1883, 1905",Bacteria Actinobacteria Actinomycetia Streptomycetales Streptomycetaceae Streptomyces Streptomyces exfoliatus,0,1
1906,1883,Streptomyces fradiae,species,"2, 201174, 1760, 85011, 2062, 1883, 1906",Bacteria Actinobacteria Actinomycetia Streptomycetales Streptomycetaceae Streptomyces Streptomyces fradiae,0,1
1907,1883,Streptomyces glaucescens,species,"2, 201174, 1760, 85011, 2062, 1883, 1907",Bacteria Actinobacteria Actinomycetia Streptomycetales Streptomycetaceae Streptomyces Streptomyces glaucescens,0,1
1909,1883,Streptomyces griseolus,species,"2, 201174, 1760, 85011, 2062, 1883, 1909",Bacteria Actinobacteria Actinomycetia Streptomycetales Streptomycetaceae Streptomyces Streptomyces griseolus,0,1
1910,1883,Streptomyces griseosporeus,species,"2, 201174, 1760, 85011, 2062, 1883, 1910",Bacteria Actinobacteria Actinomycetia Streptomycetales Streptomycetaceae Streptomyces Streptomyces griseosporeus,0,1
1911,1883,Streptomyces griseus,species,"2, 201174, 1760, 85011, 2062, 1883, 1911",Bacteria Actinobacteria Actinomycetia Streptomycetales Streptomycetaceae Streptomyces Streptomyces griseus,0,1
